Label,SMS,lenght,Tokens,lemmatized_text,SMS_without_stopwords
0,is fujitsu s series lifebook good?,34,"['is', 'fujitsu', 's', 'series', 'lifebook', 'good', '?']","['be', 'fujitsu', 's', 'series', 'lifebook', 'good', '?']","['fujitsu', 'series', 'lifebook', 'good', '?']"
0,yar i wanted to scold you yest but late already... i where got zhong se qing you? if you ask me b4 he ask me then i will gone out w you all lot. no you still can act so real.,160,"['yar', 'i', 'wanted', 'to', 'scold', 'you', 'yest', 'but', 'late', 'already', '...', 'i', 'where', 'got', 'zhong', 'se', 'qing', 'you', '?', 'if', 'you', 'ask', 'me', 'b4', 'he', 'ask', 'me', 'then', 'i', 'will', 'gone', 'out', 'w', 'you', 'all', 'lot', '.', 'no', 'you', 'still', 'can', 'act', 'so', 'real', '.']","['yar', 'I', 'want', 'to', 'scold', 'you', 'y', 'but', 'late', 'already', '...', 'I', 'where', 'get', 'zhong', 'se', 'qe', 'you', '?', 'if', 'you', 'ask', 'I', 'b4', 'he', 'ask', 'I', 'then', 'I', 'will', 'go', 'out', 'w', 'you', 'all', 'lot', '.', 'no', 'you', 'still', 'can', 'act', 'so', 'real', '.']","['yar', 'want', 'scold', 'late', 'already', '...', 'get', 'zhong', 'se', 'qe', '?', 'ask', 'b4', 'ask', 'go', 'w', 'lot', '.', 'still', 'act', 'real', '.']"
0,do not know you bring some food,29,"['do', 'not', 'know', 'you', 'bring', 'some', 'food']","['do', 'not', 'know', 'you', 'bring', 'some', 'food']","['know', 'bring', 'food']"
0,no current and food here. i am alone also,41,"['no', 'current', 'and', 'food', 'here', '.', 'i', 'am', 'alone', 'also']","['no', 'current', 'and', 'food', 'here', '.', 'I', 'be', 'alone', 'also']","['current', 'food', '.', 'alone', 'also']"
0,i will be in sch for for-6... i dun haf da book in sch... it is at home...,68,"['i', 'will', 'be', 'in', 'sch', 'for', 'for-6', '...', 'i', 'dun', 'haf', 'da', 'book', 'in', 'sch', '...', 'it', 'is', 'at', 'home', '...']","['I', 'will', 'be', 'in', 'sch', 'for', 'for-6', '...', 'I', 'dun', 'haf', 'da', 'book', 'in', 'sch', '...', 'it', 'be', 'at', 'home', '...']","['sch', 'for-6', '...', 'dun', 'haf', 'da', 'book', 'sch', '...', 'home', '...']"
0,hello. they are going to the village pub at 8 so either come here or there accordingly. ok?,91,"['hello', '.', 'they', 'are', 'going', 'to', 'the', 'village', 'pub', 'at', '8', 'so', 'either', 'come', 'here', 'or', 'there', 'accordingly', '.', 'ok', '?']","['hello', '.', 'they', 'be', 'go', 'to', 'the', 'village', 'pub', 'at', '8', 'so', 'either', 'come', 'here', 'or', 'there', 'accordingly', '.', 'ok', '?']","['hello', '.', 'go', 'village', 'pub', '8', 'either', 'come', 'accordingly', '.', 'ok', '?']"
0,ok,2,['ok'],['ok'],['ok']
0,we don call like    times oh. no give us hypertension oh.,66,"['we', 'don', 'call', 'like', '&', 'let', ';', '#', '&', 'get', ';', 'times', 'oh', '.', 'no', 'give', 'us', 'hypertension', 'oh', '.']","['we', 'don', 'call', 'like', '&', 'let', ';', '#', '&', 'get', ';', 'times', 'oh', '.', 'no', 'give', 'we', 'hypertension', 'oh', '.']","['call', 'like', '&', 'let', ';', '#', '&', 'get', ';', 'times', 'oh', '.', 'give', 'hypertension', 'oh', '.']"
0,"do not give a monkeys wot they think and i certainly do not mind. any friend of mineandall that! just do not sleep wiv , that wud be annoyin!",135,"['do', 'not', 'give', 'a', 'monkeys', 'wot', 'they', 'think', 'and', 'i', 'certainly', 'do', 'not', 'mind', '.', 'any', 'friend', 'of', 'mineandall', 'that', '!', 'just', 'do', 'not', 'sleep', 'wiv', ',', 'that', 'wud', 'be', 'annoyin', '!']","['do', 'not', 'give', 'a', 'monkey', 'wot', 'they', 'think', 'and', 'I', 'certainly', 'do', 'not', 'mind', '.', 'any', 'friend', 'of', 'mineandall', 'that', '!', 'just', 'do', 'not', 'sleep', 'wiv', ',', 'that', 'wud', 'be', 'annoyin', '!']","['give', 'monkey', 'wot', 'think', 'certainly', 'mind', '.', 'friend', 'mineandall', '!', 'sleep', 'wiv', ',', 'wud', 'annoyin', '!']"
0,omg it could snow here tonite!,30,"['omg', 'it', 'could', 'snow', 'here', 'tonite', '!']","['omg', 'it', 'could', 'snow', 'here', 'tonite', '!']","['omg', 'could', 'snow', 'tonite', '!']"
1,call from 08702490080 - tells you to call 09066358152 to claim £5000 prize. you have to enter all your mobile & personal details @ the prompts. careful!,144,"['call', 'from', '08702490080', '-', 'tells', 'you', 'to', 'call', '09066358152', 'to', 'claim', '£5000', 'prize', '.', 'you', 'have', 'to', 'enter', 'all', 'your', 'mobile', '&', 'personal', 'details', '@', 'the', 'prompts', '.', 'careful', '!']","['call', 'from', '08702490080', '-', 'tell', 'you', 'to', 'call', '09066358152', 'to', 'claim', '£', '5000', 'prize', '.', 'you', 'have', 'to', 'enter', 'all', 'your', 'mobile', '&', 'personal', 'detail', '@', 'the', 'prompt', '.', 'careful', '!']","['call', '08702490080', '-', 'tell', 'call', '09066358152', 'claim', '£', '5000', 'prize', '.', 'enter', 'mobile', '&', 'personal', 'detail', '@', 'prompt', '.', 'careful', '!']"
1,free 1st week entry to textpod for a chance to win 40gb ipod or £250 cash every wk. text vpod to 81303 tsandcs www.textpod.net custcare 08712405020.,141,"['free', '1st', 'week', 'entry', 'to', 'textpod', 'for', 'a', 'chance', 'to', 'win', '40gb', 'ipod', 'or', '£250', 'cash', 'every', 'wk', '.', 'text', 'vpod', 'to', '81303', 'tsandcs', 'www.textpod.net', 'custcare', '08712405020', '.']","['free', '1st', 'week', 'entry', 'to', 'textpod', 'for', 'a', 'chance', 'to', 'win', '40', 'gb', 'ipod', 'or', '£', '250', 'cash', 'every', 'wk', '.', 'text', 'vpod', 'to', '81303', 'tsandc', 'www.textpod.net', 'custcare', '08712405020', '.']","['free', '1st', 'week', 'entry', 'textpod', 'chance', 'win', '40', 'gb', 'ipod', '£', '250', 'cash', 'every', 'wk', '.', 'text', 'vpod', '81303', 'tsandc', 'www.textpod.net', 'custcare', '08712405020', '.']"
0,carry on not disturbing both of you,35,"['carry', 'on', 'not', 'disturbing', 'both', 'of', 'you']","['carry', 'on', 'not', 'disturb', 'both', 'of', 'you']","['carry', 'disturb']"
0,what pa tell me.. i went to bath:-),35,"['what', 'pa', 'tell', 'me', '..', 'i', 'went', 'to', 'bath', ':', '-', ')']","['what', 'pa', 'tell', 'I', '..', 'I', 'go', 'to', 'bath', ':', '-', ')']","['pa', 'tell', '..', 'go', 'bath', ':', '-', ')']"
0,jus finished avatar nigro,25,"['jus', 'finished', 'avatar', 'nigro']","['jus', 'finish', 'avatar', 'nigro']","['jus', 'finish', 'avatar', 'nigro']"
0,r you over scratching it?,23,"['r', 'you', 'over', 'scratching', 'it', '?']","['r', 'you', 'over', 'scratch', 'it', '?']","['r', 'scratch', '?']"
0,hope you are having a great day.,32,"['hope', 'you', 'are', 'having', 'a', 'great', 'day', '.']","['hope', 'you', 'be', 'have', 'a', 'great', 'day', '.']","['hope', 'great', 'day', '.']"
0,did either of you have any ideais? do you know of anyplaces doing something?,76,"['did', 'either', 'of', 'you', 'have', 'any', 'ideais', '?', 'do', 'you', 'know', 'of', 'anyplaces', 'doing', 'something', '?']","['do', 'either', 'of', 'you', 'have', 'any', 'ideai', '?', 'do', 'you', 'know', 'of', 'anyplace', 'do', 'something', '?']","['either', 'ideai', '?', 'know', 'anyplace', 'something', '?']"
0,"my planning usually stops at ""find hella weed, smoke hella weed""",64,"['my', 'planning', 'usually', 'stops', 'at', '``', 'find', 'hella', 'weed', ',', 'smoke', 'hella', 'weed', ""''""]","['my', 'planning', 'usually', 'stop', 'at', '`', '`', 'find', 'hella', 'weed', ',', 'smoke', 'hella', 'weed', ""''""]","['planning', 'usually', 'stop', '`', '`', 'find', 'hella', 'weed', ',', 'smoke', 'hella', 'weed', ""''""]"
0,"the fact that you're cleaning shows you know why i am upset. your priority is constantly ""what i want to do,"" not ""what i need to do.""",133,"['the', 'fact', 'that', 'you', ""'re"", 'cleaning', 'shows', 'you', 'know', 'why', 'i', 'am', 'upset', '.', 'your', 'priority', 'is', 'constantly', '``', 'what', 'i', 'want', 'to', 'do', ',', ""''"", 'not', '``', 'what', 'i', 'need', 'to', 'do', '.', ""''""]","['the', 'fact', 'that', 'you', 'be', 'clean', 'show', 'you', 'know', 'why', 'I', 'be', 'upset', '.', 'your', 'priority', 'be', 'constantly', '`', '`', 'what', 'I', 'want', 'to', 'do', ',', ""''"", 'not', '`', '`', 'what', 'I', 'need', 'to', 'do', '.', ""''""]","['fact', 'clean', 'show', 'know', 'upset', '.', 'priority', 'constantly', '`', '`', 'want', ',', ""''"", '`', '`', 'need', '.', ""''""]"
0,excellent! are you ready to moan and scream in ecstasy?,55,"['excellent', '!', 'are', 'you', 'ready', 'to', 'moan', 'and', 'scream', 'in', 'ecstasy', '?']","['excellent', '!', 'be', 'you', 'ready', 'to', 'moan', 'and', 'scream', 'in', 'ecstasy', '?']","['excellent', '!', 'ready', 'moan', 'scream', 'ecstasy', '?']"
1,more people are dogging in your area now. call 09090204448 and join like minded guys. why not arrange one yourself. thereis one this evening. a£one.50 minapn ls278bb,159,"['more', 'people', 'are', 'dogging', 'in', 'your', 'area', 'now', '.', 'call', '09090204448', 'and', 'join', 'like', 'minded', 'guys', '.', 'why', 'not', 'arrange', 'one', 'yourself', '.', 'thereis', 'one', 'this', 'evening', '.', 'a£one.50', 'minapn', 'ls278bb']","['more', 'people', 'be', 'dog', 'in', 'your', 'area', 'now', '.', 'call', '09090204448', 'and', 'join', 'like', 'minded', 'guy', '.', 'why', 'not', 'arrange', 'one', 'yourself', '.', 'thereis', 'one', 'this', 'evening', '.', 'a£one.50', 'minapn', 'ls278bb']","['people', 'dog', 'area', '.', 'call', '09090204448', 'join', 'like', 'minded', 'guy', '.', 'arrange', 'one', '.', 'thereis', 'one', 'evening', '.', 'a£one.50', 'minapn', 'ls278bb']"
0,dude avatar 3d was imp. at one point i thought there were actually flies in the room and almost tried hittng one as a reflex,124,"['dude', 'avatar', '3d', 'was', 'imp', '.', 'at', 'one', 'point', 'i', 'thought', 'there', 'were', 'actually', 'flies', 'in', 'the', 'room', 'and', 'almost', 'tried', 'hittng', 'one', 'as', 'a', 'reflex']","['dude', 'avatar', '3d', 'be', 'imp', '.', 'at', 'one', 'point', 'I', 'think', 'there', 'be', 'actually', 'fly', 'in', 'the', 'room', 'and', 'almost', 'try', 'hittng', 'one', 'as', 'a', 'reflex']","['dude', 'avatar', '3d', 'imp', '.', 'one', 'point', 'think', 'actually', 'fly', 'room', 'almost', 'try', 'hittng', 'one', 'reflex']"
1,"well done! your for* costa del sol holiday or £5000 await collection. call 09050090044 now toclaim. sae, tcs, pobox334, stockport, sk38xh, cost£one.50/pm, max10mins",160,"['well', 'done', '!', 'your', 'for', '*', 'costa', 'del', 'sol', 'holiday', 'or', '£5000', 'await', 'collection', '.', 'call', '09050090044', 'now', 'toclaim', '.', 'sae', ',', 'tcs', ',', 'pobox334', ',', 'stockport', ',', 'sk38xh', ',', 'cost£one.50/pm', ',', 'max10mins']","['well', 'do', '!', 'your', 'for', '*', 'costa', 'del', 'sol', 'holiday', 'or', '£', '5000', 'await', 'collection', '.', 'call', '09050090044', 'now', 'toclaim', '.', 'sae', ',', 'tcs', ',', 'pobox334', ',', 'stockport', ',', 'sk38xh', ',', 'cost£one.50', '/', 'pm', ',', 'max10mins']","['well', '!', '*', 'costa', 'del', 'sol', 'holiday', '£', '5000', 'await', 'collection', '.', 'call', '09050090044', 'toclaim', '.', 'sae', ',', 'tcs', ',', 'pobox334', ',', 'stockport', ',', 'sk38xh', ',', 'cost£one.50', '/', 'pm', ',', 'max10mins']"
0,k...k:)why can not you come here and search job:),46,"['k', '...', 'k', ':', ')', 'why', 'can', 'not', 'you', 'come', 'here', 'and', 'search', 'job', ':', ')']","['k', '...', 'k', ':', ')', 'why', 'can', 'not', 'you', 'come', 'here', 'and', 'search', 'job', ':', ')']","['k', '...', 'k', ':', ')', 'come', 'search', 'job', ':', ')']"
0,i got lousy sleep. i kept waking up every to hours to see if my cat wanted to come in. i worry about him when it is cold :(,120,"['i', 'got', 'lousy', 'sleep', '.', 'i', 'kept', 'waking', 'up', 'every', 'to', 'hours', 'to', 'see', 'if', 'my', 'cat', 'wanted', 'to', 'come', 'in', '.', 'i', 'worry', 'about', 'him', 'when', 'it', 'is', 'cold', ':', '(']","['I', 'get', 'lousy', 'sleep', '.', 'I', 'keep', 'wake', 'up', 'every', 'to', 'hour', 'to', 'see', 'if', 'my', 'cat', 'want', 'to', 'come', 'in', '.', 'I', 'worry', 'about', 'he', 'when', 'it', 'be', 'cold', ':', '(']","['get', 'lousy', 'sleep', '.', 'keep', 'wake', 'every', 'hour', 'see', 'cat', 'want', 'come', '.', 'worry', 'cold', ':', '(']"
0,"yeah, i will leave in a couple minutes  let you know when i get to mu",72,"['yeah', ',', 'i', 'will', 'leave', 'in', 'a', 'couple', 'minutes', '&', 'amp', ';', 'let', 'you', 'know', 'when', 'i', 'get', 'to', 'mu']","['yeah', ',', 'I', 'will', 'leave', 'in', 'a', 'couple', 'minute', '&', 'amp', ';', 'let', 'you', 'know', 'when', 'I', 'get', 'to', 'mu']","['yeah', ',', 'leave', 'couple', 'minute', '&', 'amp', ';', 'let', 'know', 'get', 'mu']"
0,can you call me at 10:10 to make sure dat i've woken up...,56,"['can', 'you', 'call', 'me', 'at', '10:10', 'to', 'make', 'sure', 'dat', 'i', ""'ve"", 'woken', 'up', '...']","['can', 'you', 'call', 'I', 'at', '10:10', 'to', 'make', 'sure', 'dat', 'I', ""'"", 've', 'wake', 'up', '...']","['call', '10:10', 'make', 'sure', 'dat', ""'"", 'wake', '...']"
0,hey we can gone jazz power yoga hip hop kb and yogasana ,54,"['hey', 'we', 'can', 'gone', 'jazz', 'power', 'yoga', 'hip', 'hop', 'kb', 'and', 'yogasana']","['hey', 'we', 'can', 'go', 'jazz', 'power', 'yoga', 'hip', 'hop', 'kb', 'and', 'yogasana']","['hey', 'go', 'jazz', 'power', 'yoga', 'hip', 'hop', 'kb', 'yogasana']"
0,the battery is for mr adewale my uncle. aka egbon,49,"['the', 'battery', 'is', 'for', 'mr', 'adewale', 'my', 'uncle', '.', 'aka', 'egbon']","['the', 'battery', 'be', 'for', 'mr', 'adewale', 'my', 'uncle', '.', 'aka', 'egbon']","['battery', 'mr', 'adewale', 'uncle', '.', 'aka', 'egbon']"
0,wait to min..stand at bus stop,29,"['wait', 'to', 'min', '..', 'stand', 'at', 'bus', 'stop']","['wait', 'to', 'min', '..', 'stand', 'at', 'bus', 'stop']","['wait', 'min', '..', 'stand', 'bus', 'stop']"
0,oh ic. i thought you meant mary jane.,37,"['oh', 'ic', '.', 'i', 'thought', 'you', 'meant', 'mary', 'jane', '.']","['oh', 'ic', '.', 'I', 'think', 'you', 'mean', 'mary', 'jane', '.']","['oh', 'ic', '.', 'think', 'mean', 'mary', 'jane', '.']"
0,haha... really oh no... how? then will they deduct your lesson tmr?,67,"['haha', '...', 'really', 'oh', 'no', '...', 'how', '?', 'then', 'will', 'they', 'deduct', 'your', 'lesson', 'tmr', '?']","['haha', '...', 'really', 'oh', 'no', '...', 'how', '?', 'then', 'will', 'they', 'deduct', 'your', 'lesson', 'tmr', '?']","['haha', '...', 'really', 'oh', '...', '?', 'deduct', 'lesson', 'tmr', '?']"
0,nah i am goin to the wrks with j wot bout you?,41,"['nah', 'i', 'am', 'goin', 'to', 'the', 'wrks', 'with', 'j', 'wot', 'bout', 'you', '?']","['nah', 'I', 'be', 'goin', 'to', 'the', 'wrk', 'with', 'j', 'wot', 'bout', 'you', '?']","['nah', 'goin', 'wrk', 'j', 'wot', 'bout', '?']"
0,then just eat a shit and wait for your monkey face bitch.......... you asshole..................,92,"['then', 'just', 'eat', 'a', 'shit', 'and', 'wait', 'for', 'your', 'monkey', 'face', 'bitch', '..........', 'you', 'asshole', '..................']","['then', 'just', 'eat', 'a', 'shit', 'and', 'wait', 'for', 'your', 'monkey', 'face', 'bitch', '..........', 'you', 'asshole', '..................']","['eat', 'shit', 'wait', 'monkey', 'face', 'bitch', '..........', 'asshole', '..................']"
0,good night. am going to sleep.,30,"['good', 'night', '.', 'am', 'going', 'to', 'sleep', '.']","['good', 'night', '.', 'be', 'go', 'to', 'sleep', '.']","['good', 'night', '.', 'go', 'sleep', '.']"
0,"aight i will grab something to eat too, text me when you're back at mu",68,"['aight', 'i', 'will', 'grab', 'something', 'to', 'eat', 'too', ',', 'text', 'me', 'when', 'you', ""'re"", 'back', 'at', 'mu']","['aight', 'I', 'will', 'grab', 'something', 'to', 'eat', 'too', ',', 'text', 'I', 'when', 'you', 'be', 'back', 'at', 'mu']","['aight', 'grab', 'something', 'eat', ',', 'text', 'back', 'mu']"
0,take something for pain. if it moves however to any side in the next 6hrs see a doctor.,87,"['take', 'something', 'for', 'pain', '.', 'if', 'it', 'moves', 'however', 'to', 'any', 'side', 'in', 'the', 'next', '6hrs', 'see', 'a', 'doctor', '.']","['take', 'something', 'for', 'pain', '.', 'if', 'it', 'move', 'however', 'to', 'any', 'side', 'in', 'the', 'next', '6hrs', 'see', 'a', 'doctor', '.']","['take', 'something', 'pain', '.', 'move', 'however', 'side', 'next', '6hrs', 'see', 'doctor', '.']"
0,"lol ... oh no babe, i wont be sliding into your place after midnight, but thanks for the invite",95,"['lol', '...', 'oh', 'no', 'babe', ',', 'i', 'wont', 'be', 'sliding', 'into', 'your', 'place', 'after', 'midnight', ',', 'but', 'thanks', 'for', 'the', 'invite']","['lol', '...', 'oh', 'no', 'babe', ',', 'I', 'will', 'not', 'be', 'slide', 'into', 'your', 'place', 'after', 'midnight', ',', 'but', 'thank', 'for', 'the', 'invite']","['lol', '...', 'oh', 'babe', ',', 'slide', 'place', 'midnight', ',', 'thank', 'invite']"
0,howz that persons story,23,"['howz', 'that', 'persons', 'story']","['howz', 'that', 'person', 'story']","['howz', 'person', 'story']"
1,guess what! somebody you know secretly fancies you! wanna find out who it is? give us a call on 09065394973 from landline datebox1282essexcm61xn 150p/min 18,156,"['guess', 'what', '!', 'somebody', 'you', 'know', 'secretly', 'fancies', 'you', '!', 'wan', 'na', 'find', 'out', 'who', 'it', 'is', '?', 'give', 'us', 'a', 'call', 'on', '09065394973', 'from', 'landline', 'datebox1282essexcm61xn', '150p/min', '18']","['guess', 'what', '!', 'somebody', 'you', 'know', 'secretly', 'fancy', 'you', '!', 'wan', 'na', 'find', 'out', 'who', 'it', 'be', '?', 'give', 'we', 'a', 'call', 'on', '09065394973', 'from', 'landline', 'datebox1282essexcm61xn', '150p', '/', 'min', '18']","['guess', '!', 'somebody', 'know', 'secretly', 'fancy', '!', 'wan', 'na', 'find', '?', 'give', 'call', '09065394973', 'landline', 'datebox1282essexcm61xn', '150p', '/', 'min', '18']"
0,lol that would be awesome payback.,34,"['lol', 'that', 'would', 'be', 'awesome', 'payback', '.']","['lol', 'that', 'would', 'be', 'awesome', 'payback', '.']","['lol', 'would', 'awesome', 'payback', '.']"
1,it to 80488. your 500 free text messages are valid until 31 december 2005.,74,"['it', 'to', '80488.', 'your', '500', 'free', 'text', 'messages', 'are', 'valid', 'until', '31', 'december', '2005', '.']","['it', 'to', '80488', '.', 'your', '500', 'free', 'text', 'message', 'be', 'valid', 'until', '31', 'december', '2005', '.']","['80488', '.', '500', 'free', 'text', 'message', 'valid', '31', 'december', '2005', '.']"
0,"honeybee said: *i am d sweetest in d world* god laughed  said: *wait,you havnt met d person reading this message* moral: even god can crack jokes! gm+gn+ge+gn:)",158,"['honeybee', 'said', ':', '*', 'i', 'am', 'd', 'sweetest', 'in', 'd', 'world', '*', 'god', 'laughed', '&', 'amp', ';', 'said', ':', '*', 'wait', ',', 'you', 'havnt', 'met', 'd', 'person', 'reading', 'this', 'message', '*', 'moral', ':', 'even', 'god', 'can', 'crack', 'jokes', '!', 'gm+gn+ge+gn', ':', ')']","['honeybee', 'say', ':', '*', 'I', 'be', 'd', 'sweetest', 'in', 'd', 'world', '*', 'god', 'laugh', '&', 'amp', ';', 'say', ':', '*', 'wait', ',', 'you', 'havnt', 'meet', 'd', 'person', 'read', 'this', 'message', '*', 'moral', ':', 'even', 'god', 'can', 'crack', 'joke', '!', 'gm+gn+ge+gn', ':', ')']","['honeybee', 'say', ':', '*', 'sweetest', 'world', '*', 'god', 'laugh', '&', 'amp', ';', 'say', ':', '*', 'wait', ',', 'havnt', 'meet', 'person', 'read', 'message', '*', 'moral', ':', 'even', 'god', 'crack', 'joke', '!', 'gm+gn+ge+gn', ':', ')']"
0,thanks. it was only from tescos but quite nice. all gone now. speak soon ,73,"['thanks', '.', 'it', 'was', 'only', 'from', 'tescos', 'but', 'quite', 'nice', '.', 'all', 'gone', 'now', '.', 'speak', 'soon']","['thank', '.', 'it', 'be', 'only', 'from', 'tesco', 'but', 'quite', 'nice', '.', 'all', 'go', 'now', '.', 'speak', 'soon']","['thank', '.', 'tesco', 'quite', 'nice', '.', 'go', '.', 'speak', 'soon']"
0,whatis a feathery bowa? is that something guys have that i do not know about?,76,"['whatis', 'a', 'feathery', 'bowa', '?', 'is', 'that', 'something', 'guys', 'have', 'that', 'i', 'do', 'not', 'know', 'about', '?']","['whatis', 'a', 'feathery', 'bowa', '?', 'be', 'that', 'something', 'guy', 'have', 'that', 'I', 'do', 'not', 'know', 'about', '?']","['whatis', 'feathery', 'bowa', '?', 'something', 'guy', 'know', '?']"
0,even i can not close my eyes you are in me our vava playing umma :-d,65,"['even', 'i', 'can', 'not', 'close', 'my', 'eyes', 'you', 'are', 'in', 'me', 'our', 'vava', 'playing', 'umma', ':', '-d']","['even', 'I', 'can', 'not', 'close', 'my', 'eye', 'you', 'be', 'in', 'I', 'our', 'vava', 'play', 'umma', ':', '-d']","['even', 'close', 'eye', 'vava', 'play', 'umma', ':', '-d']"
0,to laptop... i noe infra but too slow lar... i want fast one,58,"['to', 'laptop', '...', 'i', 'noe', 'infra', 'but', 'too', 'slow', 'lar', '...', 'i', 'want', 'fast', 'one']","['to', 'laptop', '...', 'I', 'noe', 'infra', 'but', 'too', 'slow', 'lar', '...', 'I', 'want', 'fast', 'one']","['laptop', '...', 'noe', 'infra', 'slow', 'lar', '...', 'want', 'fast', 'one']"
1,you have won a guaranteed £200 award or even £1000 cashto claim your award call free on 08000407165 (18+) to stop getstop on 88222 php,131,"['you', 'have', 'won', 'a', 'guaranteed', '£200', 'award', 'or', 'even', '£1000', 'cashto', 'claim', 'your', 'award', 'call', 'free', 'on', '08000407165', '(', '18+', ')', 'to', 'stop', 'getstop', 'on', '88222', 'php']","['you', 'have', 'win', 'a', 'guarantee', '£', '200', 'award', 'or', 'even', '£', '1000', 'cashto', 'claim', 'your', 'award', 'call', 'free', 'on', '08000407165', '(', '18', '+', ')', 'to', 'stop', 'getstop', 'on', '88222', 'php']","['win', 'guarantee', '£', '200', 'award', 'even', '£', '1000', 'cashto', 'claim', 'award', 'call', 'free', '08000407165', '(', '18', '+', ')', 'stop', 'getstop', '88222', 'php']"
0,nvm it is ok...,14,"['nvm', 'it', 'is', 'ok', '...']","['nvm', 'it', 'be', 'ok', '...']","['nvm', 'ok', '...']"
0,enjoy your life. . good night,27,"['enjoy', 'your', 'life', '.', '.', 'good', 'night']","['enjoy', 'your', 'life', '.', '.', 'good', 'night']","['enjoy', 'life', '.', '.', 'good', 'night']"
0,yes but can we meet in town because will gone to gep and then home. you could text at bus stop. and do not worry we'will have finished by march … ish!,141,"['yes', 'but', 'can', 'we', 'meet', 'in', 'town', 'because', 'will', 'gone', 'to', 'gep', 'and', 'then', 'home', '.', 'you', 'could', 'text', 'at', 'bus', 'stop', '.', 'and', 'do', 'not', 'worry', ""we'will"", 'have', 'finished', 'by', 'march', '…', 'ish', '!']","['yes', 'but', 'can', 'we', 'meet', 'in', 'town', 'because', 'will', 'go', 'to', 'gep', 'and', 'then', 'home', '.', 'you', 'could', 'text', 'at', 'bus', 'stop', '.', 'and', 'do', 'not', 'worry', ""we'will"", 'have', 'finish', 'by', 'march', '…', 'ish', '!']","['yes', 'meet', 'town', 'go', 'gep', 'home', '.', 'could', 'text', 'bus', 'stop', '.', 'worry', ""we'will"", 'finish', 'march', '…', 'ish', '!']"
0,that is cool. where should i cum? on you or in you? :),52,"['that', 'is', 'cool', '.', 'where', 'should', 'i', 'cum', '?', 'on', 'you', 'or', 'in', 'you', '?', ':', ')']","['that', 'be', 'cool', '.', 'where', 'should', 'I', 'cum', '?', 'on', 'you', 'or', 'in', 'you', '?', ':', ')']","['cool', '.', 'cum', '?', '?', ':', ')']"
0,delhi and chennai still silent.,31,"['delhi', 'and', 'chennai', 'still', 'silent', '.']","['delhi', 'and', 'chennai', 'still', 'silent', '.']","['delhi', 'chennai', 'still', 'silent', '.']"
0,lol alright i was thinkin that too haha,39,"['lol', 'alright', 'i', 'was', 'thinkin', 'that', 'too', 'haha']","['lol', 'alright', 'I', 'be', 'thinkin', 'that', 'too', 'haha']","['lol', 'alright', 'thinkin', 'haha']"
1,reply to win £100 weekly! where will the 2006 fifa world cup be held? send stop to 87239 to end service,103,"['reply', 'to', 'win', '£100', 'weekly', '!', 'where', 'will', 'the', '2006', 'fifa', 'world', 'cup', 'be', 'held', '?', 'send', 'stop', 'to', '87239', 'to', 'end', 'service']","['reply', 'to', 'win', '£', '100', 'weekly', '!', 'where', 'will', 'the', '2006', 'fifa', 'world', 'cup', 'be', 'hold', '?', 'send', 'stop', 'to', '87239', 'to', 'end', 'service']","['reply', 'win', '£', '100', 'weekly', '!', '2006', 'fifa', 'world', 'cup', 'hold', '?', 'send', 'stop', '87239', 'end', 'service']"
0,no i am in the same boat. still here at my moms. check me out on yo. i am half naked.,83,"['no', 'i', 'am', 'in', 'the', 'same', 'boat', '.', 'still', 'here', 'at', 'my', 'moms', '.', 'check', 'me', 'out', 'on', 'yo', '.', 'i', 'am', 'half', 'naked', '.']","['no', 'I', 'be', 'in', 'the', 'same', 'boat', '.', 'still', 'here', 'at', 'my', 'mom', '.', 'check', 'I', 'out', 'on', 'yo', '.', 'I', 'be', 'half', 'naked', '.']","['boat', '.', 'still', 'mom', '.', 'check', 'yo', '.', 'half', 'naked', '.']"
0,shhhhh nobody is supposed to know!,34,"['shhhhh', 'nobody', 'is', 'supposed', 'to', 'know', '!']","['shhhhh', 'nobody', 'be', 'suppose', 'to', 'know', '!']","['shhhhh', 'nobody', 'suppose', 'know', '!']"
0,"sorry, i will call later in meeting any thing related to trade please call arul.  ",89,"['sorry', ',', 'i', 'will', 'call', 'later', 'in', 'meeting', 'any', 'thing', 'related', 'to', 'trade', 'please', 'call', 'arul', '.', '&', 'let', ';', '#', '&', 'get', ';']","['sorry', ',', 'I', 'will', 'call', 'later', 'in', 'meet', 'any', 'thing', 'relate', 'to', 'trade', 'please', 'call', 'arul', '.', '&', 'let', ';', '#', '&', 'get', ';']","['sorry', ',', 'call', 'later', 'meet', 'thing', 'relate', 'trade', 'please', 'call', 'arul', '.', '&', 'let', ';', '#', '&', 'get', ';']"
0,hey i will be late... i am at amk. need to drink tea or coffee,61,"['hey', 'i', 'will', 'be', 'late', '...', 'i', 'am', 'at', 'amk', '.', 'need', 'to', 'drink', 'tea', 'or', 'coffee']","['hey', 'I', 'will', 'be', 'late', '...', 'I', 'be', 'at', 'amk', '.', 'need', 'to', 'drink', 'tea', 'or', 'coffee']","['hey', 'late', '...', 'amk', '.', 'need', 'drink', 'tea', 'coffee']"
